,const,linear_drift,scene_boxcar,scene_hrf
253.0,1.0,-0.7711442786069651,1.0,1.0
254.0,1.0,-0.7702397105382179,1.0,1.0
255.0,1.0,-0.7693351424694708,1.0,1.0
256.0,1.0,-0.7684305744007236,1.0,1.0
257.0,1.0,-0.7675260063319764,1.0,1.0
258.0,1.0,-0.7666214382632293,1.0,1.0
259.0,1.0,-0.7657168701944821,1.0,1.0
260.0,1.0,-0.7648123021257349,1.0,1.0
261.0,1.0,-0.7639077340569878,1.0,1.0
262.0,1.0,-0.7630031659882406,1.0,1.0
263.0,1.0,-0.7620985979194934,1.0,1.0
264.0,1.0,-0.7611940298507462,1.0,1.0
265.0,1.0,-0.7602894617819991,1.0,1.0
266.0,1.0,-0.7593848937132519,1.0,1.0
267.0,1.0,-0.7584803256445047,1.0,1.0
268.0,1.0,-0.7575757575757576,1.0,1.0
269.0,1.0,-0.7566711895070104,1.0,1.0
270.0,1.0,-0.7557666214382632,1.0,1.0
271.0,1.0,-0.7548620533695161,1.0,1.0
272.0,1.0,-0.7539574853007689,1.0,1.0
273.0,1.0,-0.7530529172320217,1.0,1.0
274.0,1.0,-0.7521483491632746,1.0,1.0
275.0,1.0,-0.7512437810945274,1.0,1.0
276.0,1.0,-0.7503392130257802,1.0,1.0
277.0,1.0,-0.749434644957033,1.0,1.0
278.0,1.0,-0.7485300768882859,1.0,1.0
279.0,1.0,-0.7476255088195387,1.0,1.0
280.0,1.0,-0.7467209407507915,1.0,1.0
281.0,1.0,-0.7458163726820444,1.0,1.0
282.0,1.0,-0.7449118046132972,1.0,1.0
283.0,1.0,-0.74400723654455,1.0,1.0
284.0,1.0,-0.7431026684758029,1.0,1.0
285.0,1.0,-0.7421981004070557,1.0,1.0
286.0,1.0,-0.7412935323383085,1.0,1.0
287.0,1.0,-0.7403889642695614,1.0,1.0
288.0,1.0,-0.7394843962008142,1.0,1.0
289.0,1.0,-0.738579828132067,1.0,1.0
290.0,1.0,-0.7376752600633197,1.0,1.0
291.0,1.0,-0.7367706919945726,1.0,1.0
292.0,1.0,-0.7358661239258254,1.0,1.0
293.0,1.0,-0.7349615558570782,1.0,1.0
294.0,1.0,-0.7340569877883311,1.0,1.0
295.0,1.0,-0.7331524197195839,1.0,1.0
296.0,1.0,-0.7322478516508367,1.0,1.0
297.0,1.0,-0.7313432835820896,1.0,1.0
298.0,1.0,-0.7304387155133424,1.0,1.0
299.0,1.0,-0.7295341474445952,1.0,1.0
300.0,1.0,-0.728629579375848,1.0,1.0
301.0,1.0,-0.7277250113071009,1.0,1.0
302.0,1.0,-0.7268204432383537,1.0,1.0
303.0,1.0,-0.7259158751696065,1.0,1.0
304.0,1.0,-0.7250113071008593,1.0,1.0
305.0,1.0,-0.7241067390321121,1.0,1.0
306.0,1.0,-0.7232021709633649,1.0,1.0
307.0,1.0,-0.7222976028946178,1.0,1.0
308.0,1.0,-0.7213930348258706,1.0,1.0
309.0,1.0,-0.7204884667571234,1.0,1.0
310.0,1.0,-0.7195838986883762,1.0,1.0
311.0,1.0,-0.7186793306196291,1.0,1.0
312.0,1.0,-0.7177747625508819,1.0,1.0
313.0,1.0,-0.7168701944821347,1.0,1.0
314.0,1.0,-0.7159656264133876,1.0,1.0
